,page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
531,54,2,,Risk perception and COVID-19,https://www.mdpi.com/704290,auHY-svtsZYJ,"L Cori, F Bianchi, E Cadum, C Anthonj - International Journal of …, 2020 - mdpi.com",The ongoing COVID-19 pandemic is shaking the foundations of public health governance all over the world. Researchers are challenged by informing and supporting authorities on …,199,"https://scholar.google.com/scholar?cites=10858721636909637994&as_sdt=5,41&sciodt=0,41&hl=en",10858721636909637994,19,"https://scholar.google.com/scholar?cluster=10858721636909637994&hl=en&as_sdt=0,41",10858721636909637994,HTML,mdpi.com,https://www.mdpi.com/1660-4601/17/9/3114/htm
532,54,3,,Assay techniques and test development for COVID-19 diagnosis,https://pubs.acs.org/doi/abs/10.1021/acscentsci.0c00501,F-oGTU25f2sJ,"LJ Carter, LV Garner, JW Smoot, Y Li, Q Zhou… - 2020 - ACS Publications",… An ongoing theme of the COVID-19 pandemic is the need for … assay techniques and tests for COVID-19 diagnosis. Most tests … of current development in COVID-19 diagnostic techniques …,583,"https://scholar.google.com/scholar?cites=7746113625756461591&as_sdt=5,41&sciodt=0,41&hl=en",7746113625756461591,10,"https://scholar.google.com/scholar?cluster=7746113625756461591&hl=en&as_sdt=0,41",7746113625756461591,PDF,acs.org,https://pubs.acs.org/doi/pdf/10.1021/acscentsci.0c00501
533,54,4,Html,COVID-19 treatments and pathogenesis including anosmia in K18-hACE2 mice,https://www.nature.com/articles/s41586-020-2943-z,EgSaC_iwBCUJ,"J Zheng, LYR Wong, K Li, AK Verma, ME Ortiz… - Nature, 2021 - nature.com",… Although the severity of COVID-19 ranges from … plasma from a recovered patient with COVID-19 protected against lethal … lethal COVID-19 and for assessing therapeutic interventions. …,202,"https://scholar.google.com/scholar?cites=2667451458703197202&as_sdt=5,41&sciodt=0,41&hl=en",2667451458703197202,16,"https://scholar.google.com/scholar?cluster=2667451458703197202&hl=en&as_sdt=0,41",2667451458703197202,HTML,nature.com,https://www.nature.com/articles/s41586-020-2943-z
534,54,5,Html,COVID-19 government response event dataset (CoronaNet v. 1.0),https://www.nature.com/articles/s41562-020-0909-7,emXl2V7iF5UJ,"C Cheng, J Barceló, AS Hartnett, R Kubinec… - Nature human …, 2020 - nature.com","Governments worldwide have implemented countless policies in response to the COVID-19 pandemic. We present an initial public release of a large hand-coded dataset of over 13,000 …",278,"https://scholar.google.com/scholar?cites=10743304333126100346&as_sdt=5,41&sciodt=0,41&hl=en",10743304333126100346,13,"https://scholar.google.com/scholar?cluster=10743304333126100346&hl=en&as_sdt=0,41",10743304333126100346,HTML,nature.com,https://www.nature.com/articles/s41562-020-0909-7
535,54,6,Html,"Oral nirmatrelvir for high-risk, nonhospitalized adults with COVID-19",https://www.nejm.org/doi/full/10.1056/NEJMoa2118542,HlCJVVpnC-kJ,"J Hammond, H Leister-Tebbe, A Gardner… - … England Journal of …, 2022 - Mass Medical Soc",… are at high risk for severe Covid-19 and associated adverse … to severe Covid-19 and five times as likely to die from Covid-… A need exists for safe and effective oral Covid-19 treatments …,52,"https://scholar.google.com/scholar?cites=16792629273260806174&as_sdt=5,41&sciodt=0,41&hl=en",16792629273260806174,9,"https://scholar.google.com/scholar?cluster=16792629273260806174&hl=en&as_sdt=0,41",16792629273260806174,HTML,nejm.org,https://www.nejm.org/doi/full/10.1056/NEJMoa2118542
536,54,7,,Is pregnancy a risk factor of COVID-19?,https://www.sciencedirect.com/science/article/pii/S0301211520304334,afyTYanhT9wJ,"WN Phoswa, OP Khaliq - European Journal of Obstetrics & Gynecology …, 2020 - Elsevier",… This review evaluates whether pregnancy is a risk factor for COVID-19 by looking at the … contracting COVID-19 due to their weakened immune system. Studies demonstrate that COVID-…,103,"https://scholar.google.com/scholar?cites=15875155329107098729&as_sdt=5,41&sciodt=0,41&hl=en",15875155329107098729,11,"https://scholar.google.com/scholar?cluster=15875155329107098729&hl=en&as_sdt=0,41",15875155329107098729,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7320674/
537,54,8,,"prevention, diagnosis and management of COVID‐19 in the IBD patient",https://onlinelibrary.wiley.com/doi/abs/10.1111/apt.15779,_m7JhMxFTp4J,"AH Al‐Ani, RE Prentice, CA Rentsch… - Alimentary …, 2020 - Wiley Online Library","… therapies and increased risk of COVID‐19. IBD medication … COVID‐19, immune suppressing medications should be withheld until infection resolution and if trial medications for COVID…",82,"https://scholar.google.com/scholar?cites=11407131650879483646&as_sdt=5,41&sciodt=0,41&hl=en",11407131650879483646,11,"https://scholar.google.com/scholar?cluster=11407131650879483646&hl=en&as_sdt=0,41",11407131650879483646,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7267115/
538,54,9,,Traditional Chinese medicine treatment of COVID-19,https://www.sciencedirect.com/science/article/pii/S1744388120303066,rGWCHJucA-wJ,"J Xu, Y Zhang - Complementary therapies in clinical practice, 2020 - Elsevier","… COVID-19, so we use it during the outbreak of COVID-19, and it works very well clinically. There is no effective treatment for COVID-19 until now. However, during the treatment of Covid-…",123,"https://scholar.google.com/scholar?cites=17006608807893296556&as_sdt=5,41&sciodt=0,41&hl=en",17006608807893296556,11,"https://scholar.google.com/scholar?cluster=17006608807893296556&hl=en&as_sdt=0,41",17006608807893296556,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7118627/
539,54,10,Html,Proposed protocol to keep COVID-19 out of hospitals,https://www.cmaj.ca/content/192/10/E264?rss=1&utm_source=TrendMD&utm_medium=cpc&utm_campaign=CMAJ_TrendMD_0,jxRBf4r-fe4J,W Glauser - 2020 - Can Med Assoc,"At-home testing and monitoring of possible COVID-19 cases could ease pressure on hospitals and emergency services and prevent the spread of infection, say experts. Public health …",81,"https://scholar.google.com/scholar?cites=17185171623909594255&as_sdt=5,41&sciodt=0,41&hl=en",17185171623909594255,9,"https://scholar.google.com/scholar?cluster=17185171623909594255&hl=en&as_sdt=0,41",17185171623909594255,HTML,cmaj.ca,https://www.cmaj.ca/content/192/10/E264?rss=1&utm_source=TrendMD&utm_medium=cpc&utm_campaign=CMAJ_TrendMD_0
540,55,1,,"Estimation of COVID-19 prevalence in Italy, Spain, and France",https://www.sciencedirect.com/science/article/pii/S0048969720323342,XMciAyXKUlUJ,"Z Ceylan - Science of The Total Environment, 2020 - Elsevier","At the end of December 2019, coronavirus disease 2019 (COVID-19) appeared in Wuhan city, China. As of April 15, 2020, >1.9 million COVID-19 cases were confirmed worldwide, …",470,"https://scholar.google.com/scholar?cites=6148198701629359964&as_sdt=5,41&sciodt=0,41&hl=en",6148198701629359964,12,"https://scholar.google.com/scholar?cluster=6148198701629359964&hl=en&as_sdt=0,41",6148198701629359964,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7175852/
541,55,2,,Impact of COVID-19's Pandemic on the Economy of Indonesia,http://bircu-journal.com/index.php/birci/article/view/954,5XJcMwJKm6EJ,"S Susilawati, R Falefi, A Purwoko - … International Research and …, 2020 - bircu-journal.com","… COVID-19 is a global health problem including in Indonesia. The increased case of COVID-… Based on the research, the impact of COVID-19 pandemic affects the economy in Indonesia…",234,"https://scholar.google.com/scholar?cites=11644982634808636133&as_sdt=5,41&sciodt=0,41&hl=en",11644982634808636133,3,"https://scholar.google.com/scholar?cluster=11644982634808636133&hl=en&as_sdt=0,41",11644982634808636133,PDF,bircu-journal.com,https://bircu-journal.com/index.php/birci/article/viewFile/954/1284
542,55,3,Html,COVID-19 and autoimmune diseases,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7880581/,-79nrtVOrJsJ,"Y Liu, AH Sawalha, Q Lu - Current opinion in rheumatology, 2021 - ncbi.nlm.nih.gov","We present a review of the association between COVID-19 and autoimmune diseases, focusing on similarities in immune responses, cross-reactivity of SARS-CoV-2, the development …",147,"https://scholar.google.com/scholar?cites=11217427451534098427&as_sdt=5,41&sciodt=0,41&hl=en",11217427451534098427,10,"https://scholar.google.com/scholar?cluster=11217427451534098427&hl=en&as_sdt=0,41",11217427451534098427,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7880581/
543,55,4,,"COVID-19 outbreak: Migration, effects on society, global environment and prevention",https://www.sciencedirect.com/science/article/pii/S0048969720323998,mQWX4FEmzD0J,"I Chakraborty, P Maity - Science of the Total Environment, 2020 - Elsevier","… antiviral drugs or vaccines that are effective against COVID-19. It has rapidly spread around … This paper describes the impact of COVID-19 on society and global environment, and the …",1260,"https://scholar.google.com/scholar?cites=4452976264664778137&as_sdt=5,41&sciodt=0,41&hl=en",4452976264664778137,17,"https://scholar.google.com/scholar?cluster=4452976264664778137&hl=en&as_sdt=0,41",4452976264664778137,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7175860/
544,55,5,,Long-term consequences of COVID-19: research needs,https://www.thelancet.com/journals/laninf/article/PIIS1473-30992030701-5/fulltext,hcqa8_tohnwJ,"D Yelin, E Wirtheim, P Vetter, AC Kalil… - The Lancet Infectious …, 2020 - thelancet.com",… COVID. A Lancet Editorial 2 asks for better research and care to avoid years of struggle for individuals with long COVID… long COVID from becoming the long-lasting legacy of COVID-19. …,235,"https://scholar.google.com/scholar?cites=8972974738915379845&as_sdt=5,41&sciodt=0,41&hl=en",8972974738915379845,13,"https://scholar.google.com/scholar?cluster=8972974738915379845&hl=en&as_sdt=0,41",8972974738915379845,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7462626/
545,55,6,,The challenges and opportunities in the digitalization of companies in a post-COVID-19 World,https://ieeexplore.ieee.org/abstract/document/9153093/,IiwiTbab2pUJ,"F Almeida, JD Santos… - IEEE Engineering …, 2020 - ieeexplore.ieee.org","… At this stage it is important to start thinking about the post COVID-19 world and, … COVID-19. This work employs the action research method to understand the challenges posed by COVID…",154,"https://scholar.google.com/scholar?cites=10798114263854623778&as_sdt=5,41&sciodt=0,41&hl=en",10798114263854623778,6,"https://scholar.google.com/scholar?cluster=10798114263854623778&hl=en&as_sdt=0,41",10798114263854623778,PDF,ipp.pt,https://recipp.ipp.pt/bitstream/10400.22/19247/1/EMR.2020.3013206.pdf
546,55,7,Html,COVID-19 mortality risk assessment: An international multi-center study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0243262,fB5mzUWziGYJ,"…, F Pezzetti, A Pan, Hellenic COVID-19 Study Group - PloS one, 2020 - journals.plos.org",Timely identification of COVID-19 patients at high risk of mortality can significantly improve patient management and resource allocation within hospitals. This study seeks to develop …,82,"https://scholar.google.com/scholar?cites=7388352301081435772&as_sdt=5,41&sciodt=0,41&hl=en",7388352301081435772,23,"https://scholar.google.com/scholar?cluster=7388352301081435772&hl=en&as_sdt=0,41",7388352301081435772,HTML,plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0243262
547,55,8,Html,Dexamethasone nanomedicines for COVID-19,https://www.nature.com/articles/s41565-020-0752-z,i0n7X8tX-9MJ,"T Lammers, AM Sofias, R Van der Meel… - Nature …, 2020 - nature.com",… of COVID-19. We here propose to nano-formulate dexamethasone to improve the management of COVID… nanomedicines are useful for the treatment of COVID-19 is based on the widely …,110,"https://scholar.google.com/scholar?cites=15274899092157450635&as_sdt=5,41&sciodt=0,41&hl=en",15274899092157450635,17,"https://scholar.google.com/scholar?cluster=15274899092157450635&hl=en&as_sdt=0,41",15274899092157450635,HTML,nature.com,https://www.nature.com/articles/s41565-020-0752-z
548,55,9,Pdf,Coronavirus disease (COVID-19)–Statistics and research,https://www.sipotra.it/wp-content/uploads/2020/03/Coronavirus-Disease-COVID-19-%E2%80%93-Statistics-and-Research.pdf,svhjPXr8nNIJ,"M Roser, H Ritchie, E Ortiz-Ospina, J Hasell - Our World in data, 2020 - sipotra.it","… The purpose of this article on COVID-19 is to aggregate existing research, bring together the … COVID-19 is different. All data and research on the virus is preliminary; researchers are …",300,"https://scholar.google.com/scholar?cites=15176282446277900466&as_sdt=5,41&sciodt=0,41&hl=en",15176282446277900466,0,{},{},PDF,sipotra.it,https://www.sipotra.it/wp-content/uploads/2020/03/Coronavirus-Disease-COVID-19-%E2%80%93-Statistics-and-Research.pdf
549,55,10,Book,The likely impact of COVID-19 on education: Reflections based on the existing literature and recent international datasets,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC121071/jrc121071.pdf?mc_cid=ecbb7c6ba9&mc_eid=26e959399a,whQLs2Puyj4J,"G Di Pietro, F Biagi, P Costa, Z Karpiński, J Mazza - 2020 - publications.jrc.ec.europa.eu","… In order to reduce the spread of COVID-19, most countries … gain a better understanding of how the COVID-19 crisis may affect … It is also suggested that COVID-19 will not affect students …",390,"https://scholar.google.com/scholar?cites=4524690887620105410&as_sdt=5,41&sciodt=0,41&hl=en",4524690887620105410,7,"https://scholar.google.com/scholar?cluster=4524690887620105410&hl=en&as_sdt=0,41",4524690887620105410,PDF,europa.eu,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC121071/jrc121071.pdf?mc_cid=ecbb7c6ba9&mc_eid=26e959399a
550,56,1,Html,COVID-19 and the endocrine system: exploring the unexplored,https://link.springer.com/article/10.1007/s40618-020-01276-8,xo6nBRAXFMkJ,"R Pal, M Banerjee - Journal of endocrinological investigation, 2020 - Springer","… has also been detected in the plasma or serum of COVID-19 patients, suggestive of viremia [1… possible effects of COVID-19 on the endocrine system. COVID-19 and endocrine pancreas …",199,"https://scholar.google.com/scholar?cites=14489231258739510982&as_sdt=5,41&sciodt=0,41&hl=en",14489231258739510982,10,"https://scholar.google.com/scholar?cluster=14489231258739510982&hl=en&as_sdt=0,41",14489231258739510982,HTML,springer.com,https://link.springer.com/article/10.1007/s40618-020-01276-8
551,56,2,,Psychiatrist in post-COVID-19 era–Are we prepared?,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7139240/,Dxpn4XpUZ80J,"N Das - Asian Journal of Psychiatry, 2020 - ncbi.nlm.nih.gov","… being involved since beginning in active management of COVID-19 cases. We found, many … an effective preventive or curative treatment for COVID-19, primary focus would continue to …",76,"https://scholar.google.com/scholar?cites=14800891587120798223&as_sdt=5,41&sciodt=0,41&hl=en",14800891587120798223,6,"https://scholar.google.com/scholar?cluster=14800891587120798223&hl=en&as_sdt=0,41",14800891587120798223,,,
552,56,3,,Neurological issues in children with COVID-19,https://www.sciencedirect.com/science/article/pii/S0304394020308375,DlMAo0Uee9QJ,"JE Lin, A Asfour, TB Sewell, B Hooe, P Pryce… - Neuroscience …, 2021 - Elsevier","… Similar to respiratory and cardiac manifestations of COVID-19, neurological complications … context of COVID-19, as well as potential mechanisms and long-term implications of COVID-…",69,"https://scholar.google.com/scholar?cites=15310864642612417294&as_sdt=5,41&sciodt=0,41&hl=en",15310864642612417294,13,"https://scholar.google.com/scholar?cluster=15310864642612417294&hl=en&as_sdt=0,41",15310864642612417294,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7831718/
553,56,4,Html,The neurological manifestations of COVID-19: a review article,https://link.springer.com/article/10.1007/s10072-020-04486-3,Hmf1zYG6IlAJ,"HR Niazkar, B Zibaee, A Nasimi, N Bahri - Neurological Sciences, 2020 - Springer","… of COVID-19 pandemic, physicians should be aware of wide spectrum of neurological COVID-… In this regard, COVID-19 has been associated with many neurological manifestations such …",201,"https://scholar.google.com/scholar?cites=5774382738911356702&as_sdt=5,41&sciodt=0,41&hl=en",5774382738911356702,14,"https://scholar.google.com/scholar?cluster=5774382738911356702&hl=en&as_sdt=0,41",5774382738911356702,HTML,springer.com,https://link.springer.com/article/10.1007/s10072-020-04486-3
554,56,5,,"Long COVID or post-COVID-19 syndrome: putative pathophysiology, risk factors, and treatments",https://www.tandfonline.com/doi/abs/10.1080/23744235.2021.1924397,IGgGj9onrM0J,"SJ Yong - Infectious diseases, 2021 - Taylor & Francis","… Therefore, the precise symptomatic manifestations of long COVID … of long COVID is that it affects survivors of COVID-19 at all disease severity. Studies have discovered that long COVID …",170,"https://scholar.google.com/scholar?cites=14820264293425375264&as_sdt=5,41&sciodt=0,41&hl=en",14820264293425375264,10,"https://scholar.google.com/scholar?cluster=14820264293425375264&hl=en&as_sdt=0,41",14820264293425375264,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8146298/
555,56,6,,COVID-19 and Implications for Automation,https://www.nber.org/papers/w27249,ZEzc61DVC24J,"AW Chernoff, C Warman - 2020 - nber.org","COVID-19 may accelerate the automation of jobs, as employers invest in technology to adapt the production process to safeguard against current and potential future pandemics. We …",73,"https://scholar.google.com/scholar?cites=7929666112447073380&as_sdt=5,41&sciodt=0,41&hl=en",7929666112447073380,17,"https://scholar.google.com/scholar?cluster=7929666112447073380&hl=en&as_sdt=0,41",7929666112447073380,PDF,nber.org,https://www.nber.org/system/files/working_papers/w27249/w27249.pdf
556,56,7,,CT imaging and differential diagnosis of COVID-19,https://journals.sagepub.com/doi/abs/10.1177/0846537120913033,nQriJqpTy0sJ,"W Dai, H Zhang, J Yu, H Xu, H Chen… - Canadian …, 2020 - journals.sagepub.com","Since the beginning of 2020, coronavirus disease 2019 (COVID-19) has spread throughout China. This study explains the findings from lung computed tomography images of some …",313,"https://scholar.google.com/scholar?cites=5461550963378752157&as_sdt=5,41&sciodt=0,41&hl=en",5461550963378752157,11,"https://scholar.google.com/scholar?cluster=5461550963378752157&hl=en&as_sdt=0,41",5461550963378752157,HTML,sagepub.com,https://journals.sagepub.com/doi/full/10.1177/0846537120913033?url_ver=Z39.88+2003&rfr_id=ori%3Arid%3Acrossref.org&rfr_dat=cr_pub++0pubmed&
557,56,8,,Depression and anxiety in Hong Kong during COVID-19,https://www.mdpi.com/725408,2S4yGB2MhwYJ,"EPH Choi, BPH Hui, EYF Wan - International journal of environmental …, 2020 - mdpi.com","… Respondents were also asked to respond to the following self-developed COVID-19 items: (i) I feel worried that I will be infected with COVID-19, (ii) I feel bothered because I do not have …",477,"https://scholar.google.com/scholar?cites=470498742671388377&as_sdt=5,41&sciodt=0,41&hl=en",470498742671388377,17,"https://scholar.google.com/scholar?cluster=470498742671388377&hl=en&as_sdt=0,41",470498742671388377,PDF,mdpi.com,https://www.mdpi.com/1660-4601/17/10/3740/pdf
558,56,9,,Telemedicine in the era of COVID-19,https://www.jaci-inpractice.org/article/S2213-2198(20)30249-X/abstract,yE4jd5hZwwIJ,"J Portnoy, M Waller, T Elliott - The Journal of Allergy and Clinical …, 2020 - jaci-inpractice.org","… Now that COVID-19 is affecting us and our patients directly, … Our initial response to COVID-19, now that disputes over … COVID-19 is proving to be more infectious than severe acute …",473,"https://scholar.google.com/scholar?cites=199101319903137480&as_sdt=5,41&sciodt=0,41&hl=en",199101319903137480,8,"https://scholar.google.com/scholar?cluster=199101319903137480&hl=en&as_sdt=0,41",199101319903137480,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104202/
559,56,10,Pdf,The emotional impact of COVID-19: From medical staff to common people,https://covid-19.conacyt.mx/jspui/bitstream/1000/5415/1/1109139.pdf,kHa7fwC2KaIJ,"M Nicola - Brain, Behav., Immun, 2020 - covid-19.conacyt.mx",… to make all its COVID-19-related research that is available on the COVID-19 resource centre - including this research content - immediately available in PubMed Central and …,438,"https://scholar.google.com/scholar?cites=11685070821448709776&as_sdt=5,41&sciodt=0,41&hl=en",11685070821448709776,10,"https://scholar.google.com/scholar?cluster=11685070821448709776&hl=en&as_sdt=0,41",11685070821448709776,PDF,conacyt.mx,https://covid-19.conacyt.mx/jspui/bitstream/1000/5415/1/1109139.pdf
560,57,1,Html,Occupational risks for COVID-19 infection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7107962/,GoaUNiQcPaIJ,"D Koh - Occupational medicine (Oxford, England), 2020 - ncbi.nlm.nih.gov","Coronaviruses are enveloped RNA viruses found in mammals, birds and humans. At present, six coronavirus species are known agents for illnesses in humans. Four viruses—229E, …",501,"https://scholar.google.com/scholar?cites=11690531149583779354&as_sdt=5,41&sciodt=0,41&hl=en",11690531149583779354,7,"https://scholar.google.com/scholar?cluster=11690531149583779354&hl=en&as_sdt=0,41",11690531149583779354,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7107962/
561,57,2,,COVID-19—looking beyond tomorrow for health care and society,https://jamanetwork.com/journals/jama/article-abstract/2764952,h_Zdvg0Ni2cJ,"PB Fontanarosa, H Bauchner - Jama, 2020 - jamanetwork.com","Just 6 months ago, the novel coronavirus now known as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and COVID-19, the severe disease it causes, were unheard of. …",54,"https://scholar.google.com/scholar?cites=7461071560348923527&as_sdt=5,41&sciodt=0,41&hl=en",7461071560348923527,7,"https://scholar.google.com/scholar?cluster=7461071560348923527&hl=en&as_sdt=0,41",7461071560348923527,HTML,jamanetwork.com,https://jamanetwork.com/journals/jama/fullarticle/2764952
562,57,3,,The COVID-19 pandemic in the US: a clinical update,https://jamanetwork.com/journals/jama/article-abstract/2764366,Xl3fbTQdi7cJ,"SB Omer, P Malani, C Del Rio - Jama, 2020 - jamanetwork.com","(COVID-19) infection as identified in Washington State on January 20, 2020, more than 235 000 cases have been identified across the US in just over 2 months. Given the …",228,"https://scholar.google.com/scholar?cites=13225696841722453342&as_sdt=5,41&sciodt=0,41&hl=en",13225696841722453342,7,"https://scholar.google.com/scholar?cluster=13225696841722453342&hl=en&as_sdt=0,41",13225696841722453342,HTML,jamanetwork.com,https://jamanetwork.com/journals/jama/fullarticle/2764366
563,57,4,Html,COVID-19 and the Path to Immunity,https://jamanetwork.com/journals/jama/fullarticle/2770758/,YJZv3dOjk3cJ,"DS Stephens, MJ McElrath - Jama, 2020 - jamanetwork.com","… -2 in blood donors either prior to the COVID-19 pandemic or more recently … COVID-19. Overall, these data suggest T cells are another level of population-level immunity against COVID…",144,"https://scholar.google.com/scholar?cites=8616410642438395488&as_sdt=5,41&sciodt=0,41&hl=en",8616410642438395488,9,"https://scholar.google.com/scholar?cluster=8616410642438395488&hl=en&as_sdt=0,41",8616410642438395488,HTML,jamanetwork.com,https://jamanetwork.com/journals/jama/fullarticle/2770758/
564,57,5,Html,Gender in the time of COVID-19: Evaluating national leadership and COVID-19 fatalities,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0244531,-bjP1JELALwJ,"LC Windsor, G Yannitell Reinhardt, AJ Windsor… - PloS one, 2020 - journals.plos.org","… Covid-19 case per country, and date of first reported Covid-19 fatality per country. We consider these baselines in case the date of the first reported Covid-… of the first confirmed Covid-19 …",47,"https://scholar.google.com/scholar?cites=13546840400098998521&as_sdt=5,41&sciodt=0,41&hl=en",13546840400098998521,24,"https://scholar.google.com/scholar?cluster=13546840400098998521&hl=en&as_sdt=0,41",13546840400098998521,HTML,plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0244531
565,57,6,,COVID-19 and racial disparities,https://www.jaad.org/article/S0190-9622(20)30659-9/abstract,HFR8jeaNKZcJ,"M Shah, M Sachdeva, RP Dodiuk-Gad - Journal of the American Academy …, 2020 - jaad.org","To the Editor: Epidemiologic evidence of age-and sexrelated differences for COVID-19 suggest that males and older adults with underlying health conditions including hypertension, …",107,"https://scholar.google.com/scholar?cites=10892393195127985180&as_sdt=5,41&sciodt=0,41&hl=en",10892393195127985180,7,"https://scholar.google.com/scholar?cluster=10892393195127985180&hl=en&as_sdt=0,41",10892393195127985180,,,
566,57,7,Pdf,Thromboinflammation and the hypercoagulability of COVID-19,https://asset-pdf.scinapse.io/prod/3017343267/3017343267.pdf,xfPVFrDOhosJ,"JM Connors, JH Levy - J Thromb Haemost, 2020 - asset-pdf.scinapse.io","… (VTE) in critically ill patients admitted to the ICU with COVID-19. Klok reported a 27% (95% … In this issue of JTH, Rannuci and colleagues report on coagulation parameters in COVID-19 …",582,"https://scholar.google.com/scholar?cites=10053950473843897285&as_sdt=5,41&sciodt=0,41&hl=en",10053950473843897285,9,"https://scholar.google.com/scholar?cluster=10053950473843897285&hl=en&as_sdt=0,41",10053950473843897285,PDF,scinapse.io,https://asset-pdf.scinapse.io/prod/3017343267/3017343267.pdf
567,57,8,,Estimation of risk factors for COVID-19 mortality-preliminary results,https://www.medrxiv.org/content/10.1101/2020.02.24.20027268.abstract,vHrYtIYgJUsJ,"F Caramelo, N Ferreira, B Oliveiros - MedRxiv, 2020 - medrxiv.org","… and geo-temporal spread of COVID-19 along with case fatality … the odds ratio for mortality due to COVID-19 adjusted for the … that presents higher risk of COVID-19 mortality, where 60 or …",174,"https://scholar.google.com/scholar?cites=5414769889914682044&as_sdt=5,41&sciodt=0,41&hl=en",5414769889914682044,10,"https://scholar.google.com/scholar?cluster=5414769889914682044&hl=en&as_sdt=0,41",5414769889914682044,PDF,medrxiv.org,https://www.medrxiv.org/content/10.1101/2020.02.24.20027268.full.pdf
568,57,9,Html,Alcohol and COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7239251/,ooNIaywQHAIJ,"J Chick - Alcohol and Alcoholism (Oxford, Oxfordshire), 2020 - ncbi.nlm.nih.gov","When there is an epidemic, rumours proliferate about protective nostrums. Various tropical islands and even Manhattan changed hands due to wars and treaties involving nutmeg, …",64,"https://scholar.google.com/scholar?cites=152014270388274082&as_sdt=5,41&sciodt=0,41&hl=en",152014270388274082,8,"https://scholar.google.com/scholar?cluster=152014270388274082&hl=en&as_sdt=0,41",152014270388274082,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7239251/
569,57,10,,Treatment considerations for COVID-19: a critical review of the evidence (or lack thereof),https://www.sciencedirect.com/science/article/pii/S0025619620303979,3aIfUG5HHdcJ,"P Vijayvargiya, ZE Garrigos, NEC Almeida… - Mayo Clinic …, 2020 - Elsevier","… COVID-19). There is currently no drug that has been proven as an effective therapy for COVID… , which are being repurposed for the treatment of COVID-19. Novel experimental therapies, …",94,"https://scholar.google.com/scholar?cites=15500624031595340509&as_sdt=5,41&sciodt=0,41&hl=en",15500624031595340509,16,"https://scholar.google.com/scholar?cluster=15500624031595340509&hl=en&as_sdt=0,41",15500624031595340509,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7190528/
570,58,1,Html,Histopathological observations in COVID-19: A systematic review,https://jcp.bmj.com/content/74/2/76.abstract,gx3Jg5TkvCAJ,"V Deshmukh, R Motwani, A Kumar, C Kumari… - Journal of Clinical …, 2021 - jcp.bmj.com","… Result We identified various articles related to the histopathology of various organs in COVID-… Conclusion Although COVID-19 mainly affects respiratory and immune systems, but other …",263,"https://scholar.google.com/scholar?cites=2359011631352585603&as_sdt=5,41&sciodt=0,41&hl=en",2359011631352585603,15,"https://scholar.google.com/scholar?cluster=2359011631352585603&hl=en&as_sdt=0,41",2359011631352585603,HTML,bmj.com,https://jcp.bmj.com/content/74/2/76.abstract
571,58,2,,Age groups that sustain resurging COVID-19 epidemics in the United States,https://www.science.org/doi/abs/10.1126/science.abe8372,UQY2DrloeCQJ,"…, Imperial College COVID-19 Response Team - Science, 2021 - science.org","… COVID-19 infections originated from adults aged 20 to 49, and the share of young adults aged 20 to 34 among COVID… in the age-specific sources of resurgent COVID-19 toward younger …",139,"https://scholar.google.com/scholar?cites=2627965526587344465&as_sdt=5,41&sciodt=0,41&hl=en",2627965526587344465,20,"https://scholar.google.com/scholar?cluster=2627965526587344465&hl=en&as_sdt=0,41",2627965526587344465,HTML,science.org,https://www.science.org/doi/full/10.1126/science.abe8372
